# z=0.0
# H0:67.4 omega_m:0.314885968880016 omega_b:0.049309230511847414 omega_nu:0.0014201463404145906 w:-1.0 wa:0.0 sigma8(z=0):0.8111336682436303
# koh d_cdm d_b d_gamma d_neutrino d_nu d_tot d_nonu d_tot_de Weyl v_newt_cdm v_newt_b v_b_cdm
3.716409e-04 1.975595e+07 1.975529e+07 1.347034e+07 1.319934e+07 1.971043e+07 1.975564e+07 1.975585e+07 1.975903e+07 -4.719064e-01 1.041263e+07 1.041244e+07 1.718668e+02
4.103616e-04 1.974952e+07 1.974873e+07 1.158521e+07 1.129395e+07 1.969364e+07 1.974914e+07 1.974939e+07 1.975204e+07 -4.717266e-01 1.040916e+07 1.040893e+07 1.831424e+02
4.531165e-04 1.974179e+07 1.974085e+07 9.631269e+06 9.327787e+06 1.967336e+07 1.974133e+07 1.974164e+07 1.974374e+07 -4.715137e-01 1.040499e+07 1.040472e+07 1.938038e+02
5.003259e-04 1.973254e+07 1.973143e+07 7.686330e+06 7.382448e+06 1.964888e+07 1.973198e+07 1.973236e+07 1.973390e+07 -4.712628e-01 1.040000e+07 1.039969e+07 2.034321e+02
5.524541e-04 1.972150e+07 1.972020e+07 5.848837e+06 5.560010e+06 1.961940e+07 1.972083e+07 1.972129e+07 1.972229e+07 -4.709682e-01 1.039404e+07 1.039369e+07 2.115609e+02
6.100134e-04 1.970837e+07 1.970686e+07 4.227644e+06 3.971736e+06 1.958397e+07 1.970758e+07 1.970814e+07 1.970862e+07 -4.706241e-01 1.038697e+07 1.038657e+07 2.177085e+02
6.735697e-04 1.969283e+07 1.969108e+07 2.922114e+06 2.716716e+06 1.954151e+07 1.969187e+07 1.969255e+07 1.969259e+07 -4.702237e-01 1.037859e+07 1.037814e+07 2.214252e+02
7.437478e-04 1.967448e+07 1.967248e+07 1.993514e+06 1.851744e+06 1.949074e+07 1.967334e+07 1.967416e+07 1.967383e+07 -4.697591e-01 1.036871e+07 1.036821e+07 2.223537e+02
8.212376e-04 1.965291e+07 1.965066e+07 1.435074e+06 1.360590e+06 1.943022e+07 1.965155e+07 1.965256e+07 1.965191e+07 -4.692213e-01 1.035711e+07 1.035657e+07 2.202890e+02
9.068010e-04 1.962766e+07 1.962515e+07 1.156904e+06 1.140114e+06 1.935832e+07 1.962605e+07 1.962726e+07 1.962634e+07 -4.685992e-01 1.034356e+07 1.034298e+07 2.152187e+02
1.001279e-03 1.959819e+07 1.959543e+07 1.007036e+06 1.025477e+06 1.927320e+07 1.959629e+07 1.959776e+07 1.959655e+07 -4.678794e-01 1.032778e+07 1.032716e+07 2.073230e+02
1.105601e-03 1.956392e+07 1.956094e+07 8.391769e+05 8.644664e+05 1.917283e+07 1.956169e+07 1.956345e+07 1.956191e+07 -4.670466e-01 1.030946e+07 1.030881e+07 1.969287e+02
1.220791e-03 1.952419e+07 1.952102e+07 6.006262e+05 6.107277e+05 1.905501e+07 1.952158e+07 1.952369e+07 1.952173e+07 -4.660834e-01 1.028827e+07 1.028759e+07 1.844424e+02
1.347984e-03 1.947825e+07 1.947494e+07 3.653840e+05 3.549901e+05 1.891766e+07 1.947521e+07 1.947773e+07 1.947530e+07 -4.649711e-01 1.026380e+07 1.026311e+07 1.703196e+02
1.488428e-03 1.942529e+07 1.942188e+07 2.430241e+05 2.226718e+05 1.875902e+07 1.942175e+07 1.942475e+07 1.942181e+07 -4.636903e-01 1.023561e+07 1.023492e+07 1.551106e+02
1.643505e-03 1.936439e+07 1.936094e+07 2.243671e+05 -1.745037e+05 1.857705e+07 1.936030e+07 1.936385e+07 1.936032e+07 -4.622189e-01 1.020324e+07 1.020256e+07 1.395279e+02
1.814739e-03 1.929459e+07 1.929113e+07 1.814154e+05 -1.426022e+05 1.837011e+07 1.928988e+07 1.929405e+07 1.928990e+07 -4.605355e-01 1.016615e+07 1.016547e+07 1.243990e+02
2.003814e-03 1.921482e+07 1.921136e+07 8.456993e+04 -1.164724e+05 1.813683e+07 1.920942e+07 1.921427e+07 1.920942e+07 -4.586126e-01 1.012378e+07 1.012312e+07 1.104645e+02
2.212588e-03 1.912395e+07 1.912048e+07 5.131096e+04 -9.507562e+04 1.787631e+07 1.911777e+07 1.912340e+07 1.911778e+07 -4.564232e-01 1.007554e+07 1.007488e+07 9.821722e+01
2.443114e-03 1.902078e+07 1.901725e+07 6.178800e+04 -7.755941e+04 1.758810e+07 1.901377e+07 1.902023e+07 1.901377e+07 -4.539388e-01 1.002079e+07 1.002015e+07 8.788958e+01
2.697658e-03 1.890408e+07 1.890043e+07 2.442236e+04 -6.322399e+04 1.727217e+07 1.889615e+07 1.890351e+07 1.889615e+07 -4.511299e-01 9.958893e+06 9.958250e+06 7.936933e+01
2.978722e-03 1.877258e+07 1.876874e+07 2.165538e+04 -5.149660e+04 1.692831e+07 1.876366e+07 1.877198e+07 1.876366e+07 -4.479660e-01 9.889173e+06 9.888529e+06 7.214633e+01
3.289070e-03 1.862499e+07 1.862092e+07 1.010713e+04 -4.190696e+04 1.655620e+07 1.861502e+07 1.862435e+07 1.861502e+07 -4.444166e-01 9.810960e+06 9.810312e+06 6.560017e+01
3.631753e-03 1.846000e+07 1.845569e+07 4.003831e+03 -3.406945e+04 1.615497e+07 1.844893e+07 1.845933e+07 1.844893e+07 -4.404508e-01 9.723568e+06 9.722922e+06 5.929009e+01
4.010139e-03 1.827632e+07 1.827174e+07 -5.070936e+03 -2.766771e+04 1.572350e+07 1.826409e+07 1.827560e+07 1.826408e+07 -4.360374e-01 9.626309e+06 9.625669e+06 5.321419e+01
4.427949e-03 1.807260e+07 1.806772e+07 1.942923e+03 -2.244220e+04 1.526043e+07 1.805916e+07 1.807184e+07 1.805915e+07 -4.311445e-01 9.518484e+06 9.517851e+06 4.770449e+01
4.889290e-03 1.784754e+07 1.784224e+07 -5.076780e+02 -1.817988e+04 1.476641e+07 1.783281e+07 1.784671e+07 1.783281e+07 -4.257405e-01 9.399393e+06 9.398763e+06 4.298705e+01
5.398697e-03 1.759980e+07 1.759399e+07 -3.503769e+03 -1.470606e+04 1.424140e+07 1.758374e+07 1.759888e+07 1.758374e+07 -4.197938e-01 9.268337e+06 9.267709e+06 3.886273e+01
5.961178e-03 1.732804e+07 1.732164e+07 -2.341999e+03 -1.187744e+04 1.368483e+07 1.731061e+07 1.732704e+07 1.731061e+07 -4.132729e-01 9.124619e+06 9.123993e+06 3.500730e+01
6.582264e-03 1.703133e+07 1.702422e+07 -2.204774e+03 -9.576754e+03 1.306545e+07 1.701233e+07 1.703021e+07 1.701233e+07 -4.061517e-01 8.967677e+06 8.967056e+06 3.145661e+01
7.268059e-03 1.670738e+07 1.669941e+07 -2.094787e+03 -7.706912e+03 1.243217e+07 1.668685e+07 1.670613e+07 1.668685e+07 -3.983810e-01 8.796402e+06 8.795783e+06 2.838282e+01
8.025306e-03 1.635501e+07 1.634601e+07 -2.917648e+03 -6.189154e+03 1.177212e+07 1.633294e+07 1.635360e+07 1.633294e+07 -3.899315e-01 8.610142e+06 8.609526e+06 2.562267e+01
8.861450e-03 1.597336e+07 1.596314e+07 -2.204528e+03 -4.958971e+03 1.109457e+07 1.594976e+07 1.597175e+07 1.594976e+07 -3.807833e-01 8.408461e+06 8.407848e+06 2.310398e+01
9.784710e-03 1.556108e+07 1.554941e+07 -1.607225e+03 -3.963316e+03 1.040036e+07 1.553598e+07 1.555924e+07 1.553598e+07 -3.709047e-01 8.190656e+06 8.190044e+06 2.090797e+01
1.080416e-02 1.511676e+07 1.510341e+07 -1.868114e+03 -3.158709e+03 9.688987e+06 1.509019e+07 1.511466e+07 1.509019e+07 -3.602621e-01 7.955985e+06 7.955373e+06 1.891630e+01
1.192983e-02 1.463918e+07 1.462384e+07 -1.390226e+03 -2.509606e+03 8.966142e+06 1.461119e+07 1.463677e+07 1.461119e+07 -3.488263e-01 7.703797e+06 7.703183e+06 1.716793e+01
1.317278e-02 1.412727e+07 1.410964e+07 -1.078761e+03 -1.986968e+03 8.239590e+06 1.409795e+07 1.412450e+07 1.409795e+07 -3.365733e-01 7.433550e+06 7.432935e+06 1.559649e+01
1.454523e-02 1.358009e+07 1.355984e+07 -9.865692e+02 -1.567057e+03 7.515915e+06 1.354957e+07 1.357690e+07 1.354957e+07 -3.234811e-01 7.144760e+06 7.144141e+06 1.420988e+01
1.606067e-02 1.299712e+07 1.297392e+07 -8.804146e+02 -1.230506e+03 6.797629e+06 1.296553e+07 1.299347e+07 1.296553e+07 -3.095377e-01 6.837156e+06 6.836532e+06 1.296710e+01
1.773401e-02 1.237844e+07 1.235197e+07 -6.082349e+02 -9.615223e+02 6.094152e+06 1.234595e+07 1.237428e+07 1.234595e+07 -2.947460e-01 6.510790e+06 6.510160e+06 1.184979e+01
1.958169e-02 1.172511e+07 1.169510e+07 -5.403764e+02 -7.472558e+02 5.411061e+06 1.169193e+07 1.172039e+07 1.169193e+07 -2.791320e-01 6.166234e+06 6.165598e+06 1.083719e+01
2.162187e-02 1.103962e+07 1.100592e+07 -2.930386e+02 -5.772518e+02 4.755430e+06 1.100600e+07 1.103432e+07 1.100600e+07 -2.627562e-01 5.804814e+06 5.804172e+06 9.903940e+00
2.387462e-02 1.032650e+07 1.028908e+07 -2.890119e+02 -4.430178e+02 4.134052e+06 1.029271e+07 1.032061e+07 1.029271e+07 -2.457271e-01 5.428924e+06 5.428278e+06 9.026440e+00
2.636207e-02 9.592921e+06 9.552033e+06 -2.441927e+02 -3.376546e+02 3.553810e+06 9.559282e+06 9.586490e+06 9.559282e+06 -2.282172e-01 5.042369e+06 5.041722e+06 8.178083e+00
2.910870e-02 8.849383e+06 8.805564e+06 -1.603605e+02 -2.555554e+02 3.020392e+06 8.816232e+06 8.842490e+06 8.816232e+06 -2.104777e-01 4.650692e+06 4.650052e+06 7.341456e+00
3.214148e-02 8.110001e+06 8.064192e+06 -1.397954e+02 -1.921502e+02 2.539036e+06 8.077702e+06 8.102794e+06 8.077702e+06 -1.928461e-01 4.261350e+06 4.260724e+06 6.496923e+00
3.549025e-02 7.392254e+06 7.345834e+06 -9.930061e+01 -1.436961e+02 2.113564e+06 7.361178e+06 7.384952e+06 7.361178e+06 -1.757399e-01 3.883568e+06 3.882968e+06 5.635198e+00
3.918792e-02 6.715688e+06 6.670442e+06 -7.291925e+01 -1.071055e+02 1.745902e+06 6.686188e+06 6.708570e+06 6.686188e+06 -1.596253e-01 3.527650e+06 3.527091e+06 4.757159e+00
4.327085e-02 6.099112e+06 6.057088e+06 -7.340264e+01 -7.980924e+01 1.435507e+06 6.071498e+06 6.092502e+06 6.071498e+06 -1.449503e-01 3.203501e+06 3.202998e+06 3.878482e+00
4.759793e-02 5.573952e+06 5.536916e+06 -5.914207e+01 -6.030132e+01 1.187463e+06 5.548369e+06 5.568126e+06 5.548369e+06 -1.324611e-01 2.927617e+06 2.927180e+06 3.062609e+00
5.192502e-02 5.160336e+06 5.129102e+06 -4.602572e+01 -4.692758e+01 1.000349e+06 5.136683e+06 5.155422e+06 5.136683e+06 -1.226326e-01 2.710494e+06 2.710124e+06 2.379307e+00
5.625210e-02 4.824084e+06 4.798635e+06 -3.667541e+01 -3.739386e+01 8.549891e+05 4.802198e+06 4.820081e+06 4.802198e+06 -1.146471e-01 2.534081e+06 2.533771e+06 1.834509e+00
6.057919e-02 4.539070e+06 4.518686e+06 -2.976506e+01 -3.034799e+01 7.386448e+05 4.518738e+06 4.535864e+06 4.518738e+06 -1.078798e-01 2.384571e+06 2.384312e+06 1.425727e+00
6.490627e-02 4.285704e+06 4.269184e+06 -2.448867e+01 -2.496816e+01 6.428065e+05 4.266688e+06 4.283106e+06 4.266688e+06 -1.018624e-01 2.251622e+06 2.251400e+06 1.140970e+00
6.923336e-02 4.047748e+06 4.033670e+06 -2.033313e+01 -2.073118e+01 5.615317e+05 4.029820e+06 4.045533e+06 4.029820e+06 -9.620745e-02 2.126674e+06 2.126474e+06 9.600316e-01
7.356045e-02 3.813194e+06 3.800171e+06 -1.697074e+01 -1.730290e+01 4.908316e+05 3.796170e+06 3.811145e+06 3.796170e+06 -9.062931e-02 2.003413e+06 2.003224e+06 8.577062e-01
7.788753e-02 3.578335e+06 3.565230e+06 -1.420691e+01 -1.448492e+01 4.286255e+05 3.562078e+06 3.576274e+06 3.562078e+06 -8.504061e-02 1.879911e+06 1.879723e+06 8.078613e-01
8.221462e-02 3.346198e+06 3.332261e+06 -1.192451e+01 -1.215782e+01 3.740007e+05 3.330611e+06 3.344006e+06 3.330611e+06 -7.951460e-02 1.757788e+06 1.757594e+06 7.864169e-01
8.654170e-02 3.123162e+06 3.108086e+06 -1.004496e+01 -1.024146e+01 3.265347e+05 3.108188e+06 3.120791e+06 3.108188e+06 -7.420452e-02 1.640430e+06 1.640230e+06 7.735565e-01
9.086879e-02 2.915440e+06 2.899331e+06 -8.505294e+00 -8.671646e+00 2.858060e+05 2.901058e+06 2.912906e+06 2.901058e+06 -6.925950e-02 1.531137e+06 1.530932e+06 7.550532e-01
9.625112e-02 2.685659e+06 2.668882e+06 -6.983419e+00 -7.119982e+00 2.437544e+05 2.672018e+06 2.683020e+06 2.672018e+06 -6.379145e-02 1.410280e+06 1.410074e+06 7.124724e-01
1.016334e-01 2.493370e+06 2.476894e+06 -5.815280e+00 -5.928984e+00 2.101820e+05 2.480493e+06 2.490778e+06 2.480493e+06 -5.921899e-02 1.309214e+06 1.309017e+06 6.455917e-01
1.070158e-01 2.340088e+06 2.324868e+06 -4.923154e+00 -5.019404e+00 1.837465e+05 2.327980e+06 2.337694e+06 2.327980e+06 -5.557791e-02 1.228732e+06 1.228553e+06 5.610576e-01
1.123981e-01 2.220496e+06 2.207195e+06 -4.235529e+00 -4.318329e+00 1.628488e+05 2.209134e+06 2.218404e+06 2.209134e+06 -5.274058e-02 1.166016e+06 1.165858e+06 4.706552e-01
1.177804e-01 2.123892e+06 2.112740e+06 -3.690116e+00 -3.762249e+00 1.458442e+05 2.113224e+06 2.122137e+06 2.113224e+06 -5.045086e-02 1.115404e+06 1.115267e+06 3.866401e-01
1.231628e-01 2.038422e+06 2.029211e+06 -3.239398e+00 -3.302717e+00 1.313572e+05 2.028379e+06 2.036973e+06 2.028379e+06 -4.842527e-02 1.070629e+06 1.070512e+06 3.183367e-01
1.285451e-01 1.954635e+06 1.946830e+06 -2.851969e+00 -2.907712e+00 1.184488e+05 1.945132e+06 1.953407e+06 1.945132e+06 -4.643783e-02 1.026697e+06 1.026593e+06 2.703276e-01
1.339274e-01 1.867120e+06 1.860042e+06 -2.509942e+00 -2.558996e+00 1.066039e+05 1.858072e+06 1.866007e+06 1.858072e+06 -4.435938e-02 9.807524e+05 9.806551e+05 2.422274e-01
1.393097e-01 1.774683e+06 1.767698e+06 -2.204989e+00 -2.248080e+00 9.563827e+04 1.766017e+06 1.773584e+06 1.766017e+06 -4.216166e-02 9.321701e+05 9.320742e+05 2.297386e-01
1.446921e-01 1.679329e+06 1.671996e+06 -1.934171e+00 -1.971967e+00 8.556343e+04 1.670993e+06 1.678176e+06 1.670993e+06 -3.989309e-02 8.820205e+05 8.819222e+05 2.264439e-01
1.500744e-01 1.584868e+06 1.577013e+06 -1.696746e+00 -1.729900e+00 7.646738e+04 1.576835e+06 1.583632e+06 1.576835e+06 -3.764516e-02 8.323264e+05 8.322249e+05 2.257518e-01
1.554567e-01 1.495955e+06 1.487667e+06 -1.492532e+00 -1.521693e+00 6.845382e+04 1.488219e+06 1.494651e+06 1.488219e+06 -3.552957e-02 7.855570e+05 7.854533e+05 2.224979e-01
1.608391e-01 1.417060e+06 1.408614e+06 -1.320759e+00 -1.346563e+00 6.158807e+04 1.409624e+06 1.415732e+06 1.409624e+06 -3.365320e-02 7.440756e+05 7.439726e+05 2.138423e-01
1.662214e-01 1.350765e+06 1.342520e+06 -1.178780e+00 -1.201809e+00 5.583743e+04 1.343634e+06 1.349468e+06 1.343634e+06 -3.207774e-02 7.092459e+05 7.091466e+05 1.993617e-01
1.716037e-01 1.296646e+06 1.288930e+06 -1.061742e+00 -1.082484e+00 5.104847e+04 1.289820e+06 1.295432e+06 1.289820e+06 -3.079300e-02 6.808428e+05 6.807499e+05 1.805345e-01
1.769861e-01 1.251954e+06 1.244980e+06 -9.638234e-01 -9.826515e-01 4.700122e+04 1.245427e+06 1.250857e+06 1.245427e+06 -2.973318e-02 6.574119e+05 6.573271e+05 1.599236e-01
1.823684e-01 1.213238e+06 1.207066e+06 -8.797826e-01 -8.969687e-01 4.348468e+04 1.206996e+06 1.212267e+06 1.206996e+06 -2.881566e-02 6.371272e+05 6.370505e+05 1.402984e-01
1.877507e-01 1.177175e+06 1.171714e+06 -8.054623e-01 -8.211964e-01 4.032497e+04 1.171193e+06 1.176316e+06 1.171193e+06 -2.796092e-02 6.182299e+05 6.181602e+05 1.238688e-01
1.931330e-01 1.140852e+06 1.135905e+06 -7.377568e-01 -7.521680e-01 3.738947e+04 1.135101e+06 1.140074e+06 1.135101e+06 -2.709925e-02 5.991799e+05 5.991152e+05 1.118077e-01
1.985154e-01 1.102359e+06 1.097685e+06 -6.747599e-01 -6.879402e-01 3.459778e+04 1.096811e+06 1.101624e+06 1.096811e+06 -2.618514e-02 5.789702e+05 5.789082e+05 1.041540e-01
2.038977e-01 1.061419e+06 1.056799e+06 -6.158596e-01 -6.278889e-01 3.193114e+04 1.056053e+06 1.060692e+06 1.056053e+06 -2.521207e-02 5.574571e+05 5.573959e+05 1.000319e-01
2.092800e-01 1.019192e+06 1.014477e+06 -5.613257e-01 -5.722894e-01 2.941509e+04 1.013990e+06 1.018450e+06 1.013990e+06 -2.420787e-02 5.352554e+05 5.351939e+05 9.804089e-02
2.146624e-01 9.774581e+05 9.725914e+05 -5.116706e-01 -5.216641e-01 2.708748e+04 9.724098e+05 9.766925e+05 9.724098e+05 -2.321519e-02 5.133085e+05 5.132463e+05 9.668248e-02
2.200447e-01 9.379716e+05 9.329880e+05 -4.672636e-01 -4.763895e-01 2.497924e+04 9.330736e+05 9.371876e+05 9.330736e+05 -2.227608e-02 4.925458e+05 4.924833e+05 9.473051e-02
2.254270e-01 9.021320e+05 8.971301e+05 -4.282007e-01 -4.365634e-01 2.310632e+04 8.973843e+05 9.013451e+05 8.973843e+05 -2.142404e-02 4.737078e+05 4.736459e+05 9.146677e-02
2.308094e-01 8.706932e+05 8.657991e+05 -3.942312e-01 -4.019303e-01 2.146538e+04 8.660968e+05 8.699234e+05 8.660968e+05 -2.067709e-02 4.571930e+05 4.571330e+05 8.674343e-02
2.361917e-01 8.435841e+05 8.389132e+05 -3.647572e-01 -3.718806e-01 2.003292e+04 8.391384e+05 8.428493e+05 8.391384e+05 -2.003349e-02 4.429631e+05 4.429058e+05 8.089243e-02
2.415740e-01 8.200369e+05 8.156656e+05 -3.389662e-01 -3.455858e-01 1.877173e+04 8.157386e+05 8.193492e+05 8.157386e+05 -1.947484e-02 4.306115e+05 4.305575e+05 7.453912e-02
2.469563e-01 7.988880e+05 7.948385e+05 -3.160025e-01 -3.221737e-01 1.764049e+04 7.947304e+05 7.982510e+05 7.947304e+05 -1.897330e-02 4.195223e+05 4.194716e+05 6.838270e-02
2.523387e-01 7.788456e+05 7.750882e+05 -2.950864e-01 -3.008491e-01 1.660010e+04 7.748196e+05 7.782546e+05 7.748196e+05 -1.849795e-02 4.090122e+05 4.089646e+05 6.300171e-02
2.577210e-01 7.587779e+05 7.552450e+05 -2.756110e-01 -2.809932e-01 1.561980e+04 7.548730e+05 7.582222e+05 7.548730e+05 -1.802175e-02 3.984834e+05 3.984380e+05 5.873089e-02
2.631033e-01 7.380369e+05 7.346442e+05 -2.572268e-01 -2.622500e-01 1.468237e+04 7.342432e+05 7.375031e+05 7.342432e+05 -1.752923e-02 3.875939e+05 3.875501e+05 5.562605e-02
