# z=200.0
# H0:67.4 omega_m:0.314885968880016 omega_b:0.049309230511847414 omega_nu:0.0014201463404145906 w:-1.0 wa:0.0 sigma8(z=0):0.03365144806932789
# koh d_cdm d_b d_gamma d_neutrino d_nu d_tot d_nonu d_tot_de Weyl v_newt_cdm v_newt_b v_b_cdm
2.824888e-05 1.128366e+05 1.128365e+05 1.504470e+05 1.504466e+05 1.404847e+05 1.130963e+05 1.128366e+05 1.206972e+05 -6.068615e-01 1.124931e+05 1.124931e+05 1.845486e+00
3.119209e-05 1.128366e+05 1.128365e+05 1.504466e+05 1.504461e+05 1.404843e+05 1.130963e+05 1.128366e+05 1.206972e+05 -6.068612e-01 1.124931e+05 1.124931e+05 2.037764e+00
3.444194e-05 1.128365e+05 1.128365e+05 1.504461e+05 1.504455e+05 1.404837e+05 1.130963e+05 1.128365e+05 1.206971e+05 -6.068608e-01 1.124931e+05 1.124930e+05 2.250075e+00
3.803039e-05 1.128365e+05 1.128364e+05 1.504455e+05 1.504447e+05 1.404831e+05 1.130962e+05 1.128365e+05 1.206970e+05 -6.068604e-01 1.124930e+05 1.124930e+05 2.484505e+00
4.199271e-05 1.128365e+05 1.128363e+05 1.504447e+05 1.504438e+05 1.404822e+05 1.130962e+05 1.128364e+05 1.206969e+05 -6.068599e-01 1.124930e+05 1.124929e+05 2.743360e+00
4.636787e-05 1.128364e+05 1.128363e+05 1.504438e+05 1.504426e+05 1.404813e+05 1.130961e+05 1.128364e+05 1.206968e+05 -6.068592e-01 1.124929e+05 1.124929e+05 3.029184e+00
5.119886e-05 1.128363e+05 1.128361e+05 1.504427e+05 1.504412e+05 1.404801e+05 1.130960e+05 1.128363e+05 1.206966e+05 -6.068584e-01 1.124928e+05 1.124928e+05 3.344788e+00
5.653318e-05 1.128362e+05 1.128360e+05 1.504413e+05 1.504395e+05 1.404786e+05 1.130959e+05 1.128362e+05 1.206964e+05 -6.068575e-01 1.124927e+05 1.124927e+05 3.693272e+00
6.242328e-05 1.128361e+05 1.128359e+05 1.504396e+05 1.504375e+05 1.404768e+05 1.130958e+05 1.128361e+05 1.206962e+05 -6.068564e-01 1.124926e+05 1.124925e+05 4.078063e+00
6.892706e-05 1.128360e+05 1.128357e+05 1.504376e+05 1.504349e+05 1.404746e+05 1.130956e+05 1.128359e+05 1.206959e+05 -6.068549e-01 1.124925e+05 1.124924e+05 4.502944e+00
7.610846e-05 1.128358e+05 1.128355e+05 1.504350e+05 1.504318e+05 1.404719e+05 1.130954e+05 1.128358e+05 1.206956e+05 -6.068532e-01 1.124923e+05 1.124922e+05 4.972090e+00
8.403807e-05 1.128356e+05 1.128352e+05 1.504320e+05 1.504281e+05 1.404687e+05 1.130952e+05 1.128355e+05 1.206952e+05 -6.068512e-01 1.124921e+05 1.124919e+05 5.490113e+00
9.279386e-05 1.128354e+05 1.128348e+05 1.504283e+05 1.504235e+05 1.404647e+05 1.130949e+05 1.128353e+05 1.206947e+05 -6.068486e-01 1.124918e+05 1.124916e+05 6.062103e+00
1.024619e-04 1.128351e+05 1.128344e+05 1.504238e+05 1.504179e+05 1.404599e+05 1.130945e+05 1.128350e+05 1.206941e+05 -6.068455e-01 1.124915e+05 1.124913e+05 6.693684e+00
1.131372e-04 1.128347e+05 1.128339e+05 1.504182e+05 1.504111e+05 1.404540e+05 1.130941e+05 1.128346e+05 1.206934e+05 -6.068417e-01 1.124911e+05 1.124909e+05 7.391060e+00
1.249248e-04 1.128343e+05 1.128333e+05 1.504115e+05 1.504028e+05 1.404468e+05 1.130935e+05 1.128341e+05 1.206925e+05 -6.068371e-01 1.124907e+05 1.124903e+05 8.161085e+00
1.379405e-04 1.128337e+05 1.128326e+05 1.504032e+05 1.503927e+05 1.404381e+05 1.130929e+05 1.128335e+05 1.206914e+05 -6.068315e-01 1.124901e+05 1.124897e+05 9.011326e+00
1.523123e-04 1.128331e+05 1.128316e+05 1.503932e+05 1.503804e+05 1.404274e+05 1.130921e+05 1.128328e+05 1.206900e+05 -6.068246e-01 1.124894e+05 1.124889e+05 9.950133e+00
1.681815e-04 1.128323e+05 1.128305e+05 1.503810e+05 1.503654e+05 1.404144e+05 1.130911e+05 1.128320e+05 1.206884e+05 -6.068162e-01 1.124886e+05 1.124879e+05 1.098673e+01
1.857041e-04 1.128313e+05 1.128292e+05 1.503661e+05 1.503470e+05 1.403985e+05 1.130899e+05 1.128310e+05 1.206864e+05 -6.068060e-01 1.124876e+05 1.124868e+05 1.213130e+01
2.050523e-04 1.128301e+05 1.128275e+05 1.503479e+05 1.503247e+05 1.403792e+05 1.130885e+05 1.128297e+05 1.206840e+05 -6.067936e-01 1.124863e+05 1.124853e+05 1.339508e+01
2.264163e-04 1.128286e+05 1.128255e+05 1.503258e+05 1.502975e+05 1.403556e+05 1.130868e+05 1.128281e+05 1.206811e+05 -6.067784e-01 1.124848e+05 1.124836e+05 1.479047e+01
2.500063e-04 1.128269e+05 1.128230e+05 1.502988e+05 1.502643e+05 1.403269e+05 1.130846e+05 1.128263e+05 1.206775e+05 -6.067599e-01 1.124830e+05 1.124815e+05 1.633116e+01
2.760540e-04 1.128247e+05 1.128200e+05 1.502659e+05 1.502238e+05 1.402919e+05 1.130820e+05 1.128240e+05 1.206731e+05 -6.067374e-01 1.124807e+05 1.124789e+05 1.803228e+01
3.048156e-04 1.128221e+05 1.128164e+05 1.502258e+05 1.501745e+05 1.402492e+05 1.130789e+05 1.128212e+05 1.206677e+05 -6.067099e-01 1.124780e+05 1.124758e+05 1.991050e+01
3.365739e-04 1.128189e+05 1.128119e+05 1.501769e+05 1.501144e+05 1.401971e+05 1.130750e+05 1.128178e+05 1.206612e+05 -6.066763e-01 1.124746e+05 1.124719e+05 2.198422e+01
3.716409e-04 1.128150e+05 1.128065e+05 1.501173e+05 1.500411e+05 1.401337e+05 1.130703e+05 1.128136e+05 1.206533e+05 -6.066355e-01 1.124705e+05 1.124672e+05 2.427374e+01
4.103616e-04 1.128102e+05 1.127998e+05 1.500447e+05 1.499518e+05 1.400564e+05 1.130645e+05 1.128086e+05 1.206436e+05 -6.065857e-01 1.124656e+05 1.124615e+05 2.680147e+01
4.531165e-04 1.128044e+05 1.127917e+05 1.499562e+05 1.498430e+05 1.399622e+05 1.130575e+05 1.128024e+05 1.206318e+05 -6.065251e-01 1.124595e+05 1.124546e+05 2.959211e+01
5.003259e-04 1.127973e+05 1.127819e+05 1.498483e+05 1.497105e+05 1.398475e+05 1.130490e+05 1.127948e+05 1.206174e+05 -6.064511e-01 1.124521e+05 1.124461e+05 3.267288e+01
5.524541e-04 1.127886e+05 1.127698e+05 1.497169e+05 1.495490e+05 1.397077e+05 1.130386e+05 1.127857e+05 1.205999e+05 -6.063610e-01 1.124431e+05 1.124358e+05 3.607382e+01
6.100134e-04 1.127781e+05 1.127552e+05 1.495568e+05 1.493524e+05 1.395374e+05 1.130259e+05 1.127745e+05 1.205786e+05 -6.062511e-01 1.124321e+05 1.124232e+05 3.982798e+01
6.735697e-04 1.127652e+05 1.127373e+05 1.493618e+05 1.491129e+05 1.393301e+05 1.130105e+05 1.127609e+05 1.205525e+05 -6.061172e-01 1.124187e+05 1.124078e+05 4.397181e+01
7.437478e-04 1.127496e+05 1.127155e+05 1.491244e+05 1.488214e+05 1.390777e+05 1.129916e+05 1.127442e+05 1.205209e+05 -6.059541e-01 1.124024e+05 1.123891e+05 4.854535e+01
8.212376e-04 1.127305e+05 1.126890e+05 1.488353e+05 1.484667e+05 1.387705e+05 1.129687e+05 1.127240e+05 1.204823e+05 -6.057554e-01 1.123825e+05 1.123663e+05 5.359272e+01
9.068010e-04 1.127073e+05 1.126567e+05 1.484835e+05 1.480353e+05 1.383968e+05 1.129408e+05 1.126993e+05 1.204353e+05 -6.055135e-01 1.123582e+05 1.123385e+05 5.916234e+01
1.001279e-03 1.126790e+05 1.126173e+05 1.480555e+05 1.475108e+05 1.379424e+05 1.129067e+05 1.126693e+05 1.203781e+05 -6.052189e-01 1.123286e+05 1.123047e+05 6.530737e+01
1.105601e-03 1.126445e+05 1.125693e+05 1.475351e+05 1.468735e+05 1.373902e+05 1.128652e+05 1.126327e+05 1.203085e+05 -6.048604e-01 1.122926e+05 1.122634e+05 7.208608e+01
1.220791e-03 1.126025e+05 1.125108e+05 1.469027e+05 1.460999e+05 1.367198e+05 1.128148e+05 1.125881e+05 1.202238e+05 -6.044241e-01 1.122487e+05 1.122131e+05 7.956223e+01
1.347984e-03 1.125513e+05 1.124396e+05 1.461348e+05 1.451616e+05 1.359064e+05 1.127533e+05 1.125338e+05 1.201208e+05 -6.038933e-01 1.121953e+05 1.121519e+05 8.780547e+01
1.488428e-03 1.124891e+05 1.123529e+05 1.452031e+05 1.440249e+05 1.349206e+05 1.126786e+05 1.124677e+05 1.199957e+05 -6.032482e-01 1.121303e+05 1.120774e+05 9.689164e+01
1.643505e-03 1.124133e+05 1.122473e+05 1.440739e+05 1.426497e+05 1.337275e+05 1.125877e+05 1.123872e+05 1.198439e+05 -6.024646e-01 1.120510e+05 1.119866e+05 1.069031e+02
1.814739e-03 1.123212e+05 1.121189e+05 1.427072e+05 1.409889e+05 1.322859e+05 1.124772e+05 1.122894e+05 1.196597e+05 -6.015133e-01 1.119546e+05 1.118761e+05 1.179290e+02
2.003814e-03 1.122091e+05 1.119627e+05 1.410557e+05 1.389875e+05 1.305475e+05 1.123430e+05 1.121704e+05 1.194364e+05 -6.003597e-01 1.118374e+05 1.117418e+05 1.300651e+02
2.212588e-03 1.120730e+05 1.117728e+05 1.390640e+05 1.365816e+05 1.284562e+05 1.121802e+05 1.120258e+05 1.191664e+05 -5.989624e-01 1.116947e+05 1.115784e+05 1.434142e+02
2.443114e-03 1.119078e+05 1.115420e+05 1.366677e+05 1.336988e+05 1.259480e+05 1.119827e+05 1.118503e+05 1.188401e+05 -5.972723e-01 1.115215e+05 1.113798e+05 1.580850e+02
2.697658e-03 1.117074e+05 1.112619e+05 1.337933e+05 1.302577e+05 1.229504e+05 1.117436e+05 1.116373e+05 1.184467e+05 -5.952316e-01 1.113110e+05 1.111387e+05 1.741921e+02
2.978722e-03 1.114646e+05 1.109222e+05 1.303578e+05 1.261697e+05 1.193842e+05 1.114545e+05 1.113793e+05 1.179736e+05 -5.927727e-01 1.110558e+05 1.108462e+05 1.918542e+02
3.289070e-03 1.111709e+05 1.105107e+05 1.262700e+05 1.213412e+05 1.151645e+05 1.111055e+05 1.110670e+05 1.174063e+05 -5.898175e-01 1.107464e+05 1.104916e+05 2.111924e+02
3.631753e-03 1.108161e+05 1.100128e+05 1.214324e+05 1.156789e+05 1.102051e+05 1.106852e+05 1.106897e+05 1.167284e+05 -5.862767e-01 1.103719e+05 1.100625e+05 2.323271e+02
4.010139e-03 1.103884e+05 1.094115e+05 1.157460e+05 1.090969e+05 1.044243e+05 1.101801e+05 1.102347e+05 1.159218e+05 -5.820501e-01 1.099195e+05 1.095439e+05 2.553744e+02
4.427949e-03 1.098741e+05 1.086866e+05 1.091172e+05 1.015291e+05 9.775479e+04 1.095752e+05 1.096873e+05 1.149670e+05 -5.770278e-01 1.093738e+05 1.089184e+05 2.804403e+02
4.889290e-03 1.092574e+05 1.078150e+05 1.014690e+05 9.294455e+04 9.015642e+04 1.088532e+05 1.090305e+05 1.138437e+05 -5.710921e-01 1.087173e+05 1.081657e+05 3.076140e+02
5.398697e-03 1.085206e+05 1.067698e+05 9.275672e+04 8.336949e+04 8.163475e+04 1.079951e+05 1.082451e+05 1.125317e+05 -5.641224e-01 1.079297e+05 1.072626e+05 3.369584e+02
5.961178e-03 1.076437e+05 1.055207e+05 8.298958e+04 7.291278e+04 7.226291e+04 1.069805e+05 1.073098e+05 1.110126e+05 -5.560019e-01 1.069883e+05 1.061826e+05 3.684993e+02
6.582264e-03 1.066055e+05 1.040343e+05 7.225754e+04 6.179355e+04 6.228382e+04 1.057885e+05 1.062011e+05 1.092722e+05 -5.466385e-01 1.058704e+05 1.048995e+05 4.022115e+02
7.268059e-03 1.053832e+05 1.022735e+05 6.076155e+04 5.036443e+04 5.186123e+04 1.043958e+05 1.048941e+05 1.072998e+05 -5.359366e-01 1.045442e+05 1.033766e+05 4.380033e+02
8.025306e-03 1.039540e+05 1.001995e+05 4.884271e+04 3.912038e+04 4.144689e+04 1.027817e+05 1.033634e+05 1.050943e+05 -5.238661e-01 1.029831e+05 1.015830e+05 4.756992e+02
8.861450e-03 1.022958e+05 9.777234e+04 3.700016e+04 2.867712e+04 3.158499e+04 1.009266e+05 1.015843e+05 1.026632e+05 -5.104488e-01 1.011600e+05 9.948618e+04 5.150220e+02
9.784710e-03 1.003891e+05 9.495278e+04 2.588279e+04 1.970149e+04 2.286580e+04 9.881366e+04 9.953395e+04 1.000227e+05 -4.957668e-01 9.904934e+04 9.705561e+04 5.555744e+02
1.080416e-02 9.821834e+04 9.170473e+04 1.623451e+04 1.278052e+04 1.584455e+04 9.642946e+04 9.719373e+04 9.719459e+04 -4.799661e-01 9.663091e+04 9.426602e+04 5.968229e+02
1.192983e-02 9.577366e+04 8.799769e+04 8.773332e+03 8.237278e+03 1.088910e+04 9.376449e+04 9.455048e+04 9.419919e+04 -4.632384e-01 9.389283e+04 9.110102e+04 6.380809e+02
1.317278e-02 9.305192e+04 8.380950e+04 3.999166e+03 5.943458e+03 8.004998e+03 9.081270e+04 9.159805e+04 9.104576e+04 -4.457800e-01 9.083422e+04 8.755630e+04 6.784913e+02
1.454523e-02 9.005668e+04 7.912898e+04 1.962073e+03 5.235571e+03 6.727038e+03 8.757098e+04 8.833771e+04 8.772231e+04 -4.277315e-01 8.746686e+04 8.364200e+04 7.170001e+02
1.606067e-02 8.679708e+04 7.395841e+04 2.085269e+03 5.072619e+03 6.200922e+03 8.403930e+04 8.477752e+04 8.419229e+04 -4.091179e-01 8.381450e+04 7.938313e+04 7.523134e+02
1.773401e-02 8.328573e+04 6.831649e+04 3.199452e+03 4.499098e+03 5.530453e+03 8.022264e+04 8.093102e+04 8.040501e+04 -3.898236e-01 7.990898e+04 7.481742e+04 7.828307e+02
1.958169e-02 7.953662e+04 6.224305e+04 3.935973e+03 3.229960e+03 4.293529e+03 7.613494e+04 7.681629e+04 7.632253e+04 -3.696398e-01 7.578374e+04 6.999130e+04 8.065601e+02
2.162187e-02 7.556482e+04 5.580712e+04 3.439655e+03 1.854664e+03 2.839782e+03 7.180283e+04 7.245687e+04 7.195133e+04 -3.483944e-01 7.146815e+04 6.495727e+04 8.210523e+02
2.387462e-02 7.138918e+04 4.911916e+04 1.977243e+03 1.199213e+03 1.908421e+03 6.726618e+04 6.788602e+04 6.735366e+04 -3.261050e-01 6.698743e+04 5.977741e+04 8.234261e+02
2.636207e-02 6.703733e+04 4.234539e+04 7.325374e+02 1.139631e+03 1.701666e+03 6.257588e+04 6.315320e+04 6.261938e+04 -3.030472e-01 6.236753e+04 5.453058e+04 8.105729e+02
2.910870e-02 6.255093e+04 3.571899e+04 5.593540e+02 8.631653e+02 1.557371e+03 5.779681e+04 5.833018e+04 5.782991e+04 -2.796453e-01 5.766866e+04 4.934611e+04 7.795755e+02
3.214148e-02 5.798862e+04 2.954115e+04 9.007550e+02 6.480807e+02 1.028235e+03 5.302064e+04 5.351374e+04 5.306212e+04 -2.564078e-01 5.296503e+04 4.438001e+04 7.282830e+02
3.549025e-02 5.342553e+04 2.416357e+04 6.813227e+02 4.846381e+02 6.632393e+02 4.837007e+04 4.882252e+04 4.840136e+04 -2.338383e-01 4.836145e+04 3.982341e+04 6.559552e+02
3.918792e-02 4.895025e+04 1.994571e+04 1.977903e+02 3.621357e+02 6.540023e+02 4.397687e+04 4.438774e+04 4.398948e+04 -2.124954e-01 4.397485e+04 3.586853e+04 5.640223e+02
4.327085e-02 4.465824e+04 1.717892e+04 2.865630e+02 2.707905e+02 4.295146e+02 3.996074e+04 4.033565e+04 3.997496e+04 -1.930100e-01 3.991682e+04 3.266429e+04 4.570023e+02
4.759793e-02 4.077972e+04 1.598705e+04 2.072909e+02 2.061390e+02 3.118566e+02 3.653620e+04 3.687975e+04 3.654665e+04 -1.764211e-01 3.639542e+04 3.032854e+04 3.475378e+02
5.192502e-02 3.752509e+04 1.604946e+04 1.627032e+02 1.617841e+02 2.995193e+02 3.382891e+04 3.414691e+04 3.383712e+04 -1.633075e-01 3.358278e+04 2.880857e+04 2.506973e+02
5.625210e-02 3.476091e+04 1.673469e+04 1.309070e+02 1.301539e+02 1.831025e+02 3.162711e+04 3.192532e+04 3.163371e+04 -1.526515e-01 3.127000e+04 2.771503e+04 1.723144e+02
6.057919e-02 3.238470e+04 1.750312e+04 1.072344e+02 1.066077e+02 1.900354e+02 2.976330e+04 3.004377e+04 2.976871e+04 -1.436327e-01 2.931054e+04 2.675776e+04 1.148988e+02
6.490627e-02 3.031486e+04 1.795516e+04 8.882539e+01 8.830032e+01 1.434700e+02 2.810545e+04 2.837063e+04 2.810993e+04 -1.356181e-01 2.759647e+04 2.573940e+04 7.801262e+01
6.923336e-02 2.847064e+04 1.784104e+04 7.400306e+01 7.356329e+01 1.123344e+02 2.654785e+04 2.679857e+04 2.655158e+04 -1.280916e-01 2.602891e+04 2.453183e+04 5.895977e+01
7.356045e-02 2.677750e+04 1.706935e+04 6.178237e+01 6.141593e+01 1.126408e+02 2.501421e+04 2.525038e+04 2.501733e+04 -1.206839e-01 2.452431e+04 2.307872e+04 5.358260e+01
7.788753e-02 2.519360e+04 1.571189e+04 5.159656e+01 5.129325e+01 7.462657e+01 2.348011e+04 2.370209e+04 2.348272e+04 -1.132781e-01 2.304800e+04 2.141723e+04 5.708840e+01
8.221462e-02 2.370508e+04 1.395958e+04 4.311109e+01 4.286130e+01 7.483830e+01 2.196448e+04 2.217208e+04 2.196665e+04 -1.059617e-01 2.160752e+04 1.965330e+04 6.481083e+01
8.654170e-02 2.231327e+04 1.206088e+04 3.609241e+01 3.588685e+01 5.417715e+01 2.050656e+04 2.070053e+04 2.050838e+04 -9.892587e-02 2.023149e+04 1.792033e+04 7.281649e+01
9.086879e-02 2.102102e+04 1.025983e+04 3.036083e+01 3.019086e+01 3.542284e+01 1.914699e+04 1.932825e+04 1.914852e+04 -9.236477e-02 1.894680e+04 1.633764e+04 7.829070e+01
9.625112e-02 1.955613e+04 8.447770e+03 2.477186e+01 2.463549e+01 2.143615e+01 1.764164e+04 1.780875e+04 1.764288e+04 -8.510017e-02 1.750703e+04 1.470681e+04 7.932517e+01
1.016334e-01 1.825689e+04 7.313355e+03 2.057920e+01 2.046669e+01 8.091190e+00 1.638016e+04 1.653543e+04 1.638120e+04 -7.901280e-02 1.627279e+04 1.352926e+04 7.360342e+01
1.070158e-01 1.712843e+04 6.887281e+03 1.745375e+01 1.735777e+01 2.230954e+01 1.537189e+04 1.551747e+04 1.537277e+04 -7.414699e-02 1.525858e+04 1.279723e+04 6.271192e+01
1.123981e-01 1.615803e+04 7.019583e+03 1.509240e+01 1.500805e+01 2.928628e+01 1.458250e+04 1.472053e+04 1.458326e+04 -7.033750e-02 1.444126e+04 1.240637e+04 4.936364e+01
1.177804e-01 1.531402e+04 7.445219e+03 1.324109e+01 1.316561e+01 2.600853e+01 1.394423e+04 1.407623e+04 1.394490e+04 -6.725696e-02 1.376486e+04 1.219211e+04 3.640924e+01
1.231628e-01 1.455883e+04 7.877154e+03 1.170609e+01 1.163822e+01 1.302499e+01 1.338100e+04 1.350778e+04 1.338159e+04 -6.453889e-02 1.316623e+04 1.198892e+04 2.606374e+01
1.285451e-01 1.386078e+04 8.087896e+03 1.036051e+01 1.029982e+01 1.699373e+01 1.283116e+04 1.295268e+04 1.283168e+04 -6.188567e-02 1.259507e+04 1.167631e+04 1.948825e+01
1.339274e-01 1.319879e+04 7.957654e+03 9.137354e+00 9.083735e+00 1.502109e+01 1.225823e+04 1.237434e+04 1.225869e+04 -5.912172e-02 1.202157e+04 1.119952e+04 1.673609e+01
1.393097e-01 1.256257e+04 7.484934e+03 8.015673e+00 7.968906e+00 1.365108e+01 1.165345e+04 1.176384e+04 1.165386e+04 -5.620427e-02 1.143664e+04 1.056892e+04 1.698336e+01
1.446921e-01 1.194955e+04 6.764024e+03 7.000390e+00 6.960020e+00 1.085183e+01 1.102935e+04 1.113385e+04 1.102970e+04 -5.319389e-02 1.084640e+04 9.842256e+03 1.892243e+01
1.500744e-01 1.136209e+04 5.942957e+03 6.105895e+00 6.071201e+00 1.044072e+01 1.041100e+04 1.050964e+04 1.041131e+04 -5.021130e-02 1.026552e+04 9.099479e+03 2.118522e+01
1.554567e-01 1.080755e+04 5.178333e+03 5.342927e+00 5.313002e+00 8.443325e+00 9.828918e+03 9.922056e+03 9.829188e+03 -4.740373e-02 9.715000e+03 8.421678e+03 2.268411e+01
1.608391e-01 1.029688e+04 4.595257e+03 4.711574e+00 4.685439e+00 8.434118e+00 9.311759e+03 9.399991e+03 9.311996e+03 -4.490924e-02 9.218502e+03 7.873066e+03 2.280847e+01
1.662214e-01 9.837823e+03 4.257292e+03 4.200156e+00 4.176900e+00 6.105176e+00 8.875866e+03 8.959987e+03 8.876078e+03 -4.280674e-02 8.791394e+03 7.482820e+03 2.146525e+01
1.716037e-01 9.429214e+03 4.156183e+03 3.788566e+00 3.767462e+00 7.044785e+00 8.519021e+03 8.599748e+03 8.519212e+03 -4.108541e-02 8.432063e+03 7.237189e+03 1.898543e+01
1.769861e-01 9.062862e+03 4.226297e+03 3.452137e+00 3.432698e+00 5.649538e+00 8.224109e+03 8.302054e+03 8.224284e+03 -3.966284e-02 8.126024e+03 7.091065e+03 1.594443e+01
1.823684e-01 8.729506e+03 4.373897e+03 3.166389e+00 3.148343e+00 5.825719e+00 7.968833e+03 8.044354e+03 7.968992e+03 -3.843141e-02 7.856390e+03 6.989492e+03 1.296113e+01
1.877507e-01 8.420389e+03 4.504961e+03 2.911207e+00 2.894443e+00 4.758519e+00 7.731201e+03 7.804479e+03 7.731348e+03 -3.728516e-02 7.607244e+03 6.881950e+03 1.053312e+01
1.931330e-01 8.126424e+03 4.546378e+03 2.673557e+00 2.658065e+00 4.834954e+00 7.492260e+03 7.563270e+03 7.492394e+03 -3.613262e-02 7.363106e+03 6.729965e+03 8.938577e+00
1.985154e-01 7.839945e+03 4.460749e+03 2.447254e+00 2.433060e+00 4.027381e+00 7.239763e+03 7.308386e+03 7.239886e+03 -3.491479e-02 7.112400e+03 6.514577e+03 8.211137e+00
2.038977e-01 7.557874e+03 4.251803e+03 2.231421e+00 2.218532e+00 4.041663e+00 6.971735e+03 7.037817e+03 6.971849e+03 -3.362207e-02 6.852459e+03 6.240810e+03 8.179278e+00
2.092800e-01 7.281735e+03 3.956940e+03 2.028591e+00 2.016960e+00 3.436620e+00 6.695269e+03 6.758734e+03 6.695371e+03 -3.228870e-02 6.588721e+03 5.932508e+03 8.549517e+00
2.146624e-01 7.015001e+03 3.630910e+03 1.842819e+00 1.832345e+00 3.356868e+00 6.421800e+03 6.482672e+03 6.421893e+03 -3.096980e-02 6.329596e+03 5.620789e+03 9.003187e+00
2.200447e-01 6.761249e+03 3.328730e+03 1.677553e+00 1.668093e+00 2.899143e+00 6.162880e+03 6.221301e+03 6.162965e+03 -2.972108e-02 6.083207e+03 5.334421e+03 9.278367e+00
2.254270e-01 6.523634e+03 3.092401e+03 1.534185e+00 1.525578e+00 2.883536e+00 5.927698e+03 5.983890e+03 5.927776e+03 -2.858682e-02 5.856481e+03 5.094170e+03 9.220432e+00
2.308094e-01 6.304138e+03 2.942590e+03 1.411745e+00 1.403833e+00 2.450941e+00 5.721119e+03 5.775355e+03 5.721190e+03 -2.759051e-02 5.653672e+03 4.909008e+03 8.796941e+00
2.361917e-01 6.102770e+03 2.876518e+03 1.307474e+00 1.300124e+00 2.433783e+00 5.542725e+03 5.595270e+03 5.542792e+03 -2.673012e-02 5.474881e+03 4.774930e+03 8.080303e+00
2.415740e-01 5.917722e+03 2.872392e+03 1.217548e+00 1.210665e+00 2.181233e+00 5.387606e+03 5.438682e+03 5.387668e+03 -2.598198e-02 5.316556e+03 4.677929e+03 7.208113e+00
2.469563e-01 5.745987e+03 2.897899e+03 1.137880e+00 1.131405e+00 2.072111e+00 5.248219e+03 5.297973e+03 5.248276e+03 -2.530971e-02 5.173061e+03 4.599240e+03 6.335501e+00
2.523387e-01 5.583778e+03 2.919501e+03 1.064885e+00 1.058790e+00 1.900133e+00 5.116175e+03 5.164678e+03 5.116229e+03 -2.467286e-02 5.037785e+03 4.520150e+03 5.593259e+00
2.577210e-01 5.427312e+03 2.910725e+03 9.960640e-01 9.903423e-01 1.824602e+00 4.984191e+03 5.031444e+03 4.984242e+03 -2.403632e-02 4.904490e+03 4.426173e+03 5.060469e+00
2.631033e-01 5.274098e+03 2.858004e+03 9.301457e-01 9.247991e-01 1.671364e+00 4.848075e+03 4.894038e+03 4.848122e+03 -2.337986e-02 4.769371e+03 4.310550e+03 4.754893e+00
2.684857e-01 5.123571e+03 2.762231e+03 8.669047e-01 8.619316e-01 1.557195e+00 4.707493e+03 4.752124e+03 4.707537e+03 -2.270187e-02 4.632069e+03 4.175161e+03 4.640156e+00
2.738680e-01 4.976384e+03 2.635701e+03 8.068197e-01 8.022087e-01 1.500253e+00 4.564908e+03 4.608187e+03 4.564949e+03 -2.201422e-02 4.494515e+03 4.027963e+03 4.644969e+00
