# z=100.0
# H0:67.4 omega_m:0.314885968880016 omega_b:0.049309230511847414 omega_nu:0.0014201463404145906 w:-1.0 wa:0.0 sigma8(z=0):0.03365144806932789
# koh d_cdm d_b d_gamma d_neutrino d_nu d_tot d_nonu d_tot_de Weyl v_newt_cdm v_newt_b v_b_cdm
2.824888e-05 2.360223e+05 2.360222e+05 3.146868e+05 3.146857e+05 2.712271e+05 2.362417e+05 2.360223e+05 2.442560e+05 -6.045449e-01 2.349454e+05 2.349454e+05 1.024474e+00
3.119209e-05 2.360222e+05 2.360221e+05 3.146846e+05 3.146832e+05 2.712254e+05 2.362416e+05 2.360222e+05 2.442558e+05 -6.045445e-01 2.349453e+05 2.349453e+05 1.131212e+00
3.444194e-05 2.360220e+05 2.360220e+05 3.146819e+05 3.146802e+05 2.712233e+05 2.362414e+05 2.360220e+05 2.442556e+05 -6.045440e-01 2.349452e+05 2.349452e+05 1.249070e+00
3.803039e-05 2.360219e+05 2.360218e+05 3.146786e+05 3.146766e+05 2.712209e+05 2.362412e+05 2.360219e+05 2.442554e+05 -6.045434e-01 2.349450e+05 2.349450e+05 1.379207e+00
4.199271e-05 2.360217e+05 2.360216e+05 3.146746e+05 3.146721e+05 2.712178e+05 2.362411e+05 2.360217e+05 2.442551e+05 -6.045426e-01 2.349449e+05 2.349448e+05 1.522903e+00
4.636787e-05 2.360215e+05 2.360214e+05 3.146697e+05 3.146667e+05 2.712141e+05 2.362408e+05 2.360215e+05 2.442547e+05 -6.045416e-01 2.349447e+05 2.349446e+05 1.681570e+00
5.119886e-05 2.360212e+05 2.360211e+05 3.146638e+05 3.146600e+05 2.712096e+05 2.362405e+05 2.360212e+05 2.442542e+05 -6.045405e-01 2.349444e+05 2.349443e+05 1.856767e+00
5.653318e-05 2.360210e+05 2.360207e+05 3.146565e+05 3.146519e+05 2.712042e+05 2.362402e+05 2.360209e+05 2.442537e+05 -6.045390e-01 2.349441e+05 2.349440e+05 2.050216e+00
6.242328e-05 2.360206e+05 2.360203e+05 3.146476e+05 3.146421e+05 2.711974e+05 2.362398e+05 2.360205e+05 2.442530e+05 -6.045373e-01 2.349437e+05 2.349436e+05 2.263820e+00
6.892706e-05 2.360201e+05 2.360197e+05 3.146368e+05 3.146301e+05 2.711893e+05 2.362392e+05 2.360200e+05 2.442522e+05 -6.045352e-01 2.349432e+05 2.349431e+05 2.499677e+00
7.610846e-05 2.360195e+05 2.360191e+05 3.146236e+05 3.146154e+05 2.711793e+05 2.362386e+05 2.360195e+05 2.442512e+05 -6.045326e-01 2.349426e+05 2.349425e+05 2.760105e+00
8.403807e-05 2.360188e+05 2.360183e+05 3.146075e+05 3.145975e+05 2.711672e+05 2.362378e+05 2.360187e+05 2.442500e+05 -6.045295e-01 2.349419e+05 2.349418e+05 3.047663e+00
9.279386e-05 2.360180e+05 2.360173e+05 3.145879e+05 3.145757e+05 2.711523e+05 2.362368e+05 2.360179e+05 2.442486e+05 -6.045257e-01 2.349411e+05 2.349409e+05 3.365177e+00
1.024619e-04 2.360169e+05 2.360161e+05 3.145640e+05 3.145492e+05 2.711343e+05 2.362357e+05 2.360168e+05 2.442468e+05 -6.045210e-01 2.349400e+05 2.349398e+05 3.715767e+00
1.131372e-04 2.360157e+05 2.360147e+05 3.145349e+05 3.145168e+05 2.711123e+05 2.362342e+05 2.360155e+05 2.442446e+05 -6.045153e-01 2.349387e+05 2.349385e+05 4.102876e+00
1.249248e-04 2.360141e+05 2.360129e+05 3.144994e+05 3.144772e+05 2.710855e+05 2.362325e+05 2.360140e+05 2.442419e+05 -6.045084e-01 2.349372e+05 2.349369e+05 4.530307e+00
1.379405e-04 2.360123e+05 2.360108e+05 3.144561e+05 3.144291e+05 2.710528e+05 2.362304e+05 2.360120e+05 2.442387e+05 -6.044999e-01 2.349353e+05 2.349349e+05 5.002257e+00
1.523123e-04 2.360100e+05 2.360082e+05 3.144033e+05 3.143704e+05 2.710129e+05 2.362278e+05 2.360097e+05 2.442347e+05 -6.044896e-01 2.349330e+05 2.349325e+05 5.523360e+00
1.681815e-04 2.360072e+05 2.360050e+05 3.143390e+05 3.142989e+05 2.709643e+05 2.362247e+05 2.360068e+05 2.442299e+05 -6.044771e-01 2.349301e+05 2.349296e+05 6.098730e+00
1.857041e-04 2.360038e+05 2.360011e+05 3.142606e+05 3.142117e+05 2.709050e+05 2.362209e+05 2.360034e+05 2.442240e+05 -6.044618e-01 2.349267e+05 2.349260e+05 6.734012e+00
2.050523e-04 2.359996e+05 2.359964e+05 3.141650e+05 3.141054e+05 2.708328e+05 2.362162e+05 2.359991e+05 2.442168e+05 -6.044431e-01 2.349225e+05 2.349217e+05 7.435436e+00
2.264163e-04 2.359946e+05 2.359907e+05 3.140484e+05 3.139758e+05 2.707448e+05 2.362105e+05 2.359939e+05 2.442080e+05 -6.044204e-01 2.349174e+05 2.349164e+05 8.209879e+00
2.500063e-04 2.359884e+05 2.359836e+05 3.139064e+05 3.138179e+05 2.706374e+05 2.362036e+05 2.359876e+05 2.441973e+05 -6.043926e-01 2.349111e+05 2.349099e+05 9.064924e+00
2.760540e-04 2.359809e+05 2.359751e+05 3.137333e+05 3.136255e+05 2.705067e+05 2.361951e+05 2.359800e+05 2.441843e+05 -6.043589e-01 2.349035e+05 2.349021e+05 1.000894e+01
3.048156e-04 2.359717e+05 2.359646e+05 3.135224e+05 3.133911e+05 2.703473e+05 2.361848e+05 2.359706e+05 2.441685e+05 -6.043177e-01 2.348942e+05 2.348925e+05 1.105116e+01
3.365739e-04 2.359605e+05 2.359519e+05 3.132654e+05 3.131055e+05 2.701531e+05 2.361723e+05 2.359592e+05 2.441491e+05 -6.042674e-01 2.348829e+05 2.348808e+05 1.220177e+01
3.716409e-04 2.359469e+05 2.359364e+05 3.129523e+05 3.127575e+05 2.699166e+05 2.361570e+05 2.359452e+05 2.441256e+05 -6.042063e-01 2.348692e+05 2.348665e+05 1.347197e+01
4.103616e-04 2.359303e+05 2.359175e+05 3.125710e+05 3.123338e+05 2.696284e+05 2.361383e+05 2.359283e+05 2.440969e+05 -6.041317e-01 2.348523e+05 2.348491e+05 1.487414e+01
4.531165e-04 2.359101e+05 2.358944e+05 3.121066e+05 3.118178e+05 2.692776e+05 2.361156e+05 2.359076e+05 2.440619e+05 -6.040409e-01 2.348319e+05 2.348280e+05 1.642191e+01
5.003259e-04 2.358854e+05 2.358663e+05 3.115412e+05 3.111899e+05 2.688503e+05 2.360879e+05 2.358824e+05 2.440193e+05 -6.039302e-01 2.348069e+05 2.348021e+05 1.813025e+01
5.524541e-04 2.358554e+05 2.358321e+05 3.108531e+05 3.104257e+05 2.683303e+05 2.360541e+05 2.358517e+05 2.439674e+05 -6.037953e-01 2.347765e+05 2.347707e+05 2.001568e+01
6.100134e-04 2.358188e+05 2.357903e+05 3.100158e+05 3.094964e+05 2.676977e+05 2.360130e+05 2.358143e+05 2.439042e+05 -6.036311e-01 2.347394e+05 2.347323e+05 2.209633e+01
6.735697e-04 2.357741e+05 2.357395e+05 3.089977e+05 3.083667e+05 2.669283e+05 2.359629e+05 2.357687e+05 2.438273e+05 -6.034312e-01 2.346942e+05 2.346856e+05 2.439212e+01
7.437478e-04 2.357198e+05 2.356776e+05 3.077602e+05 3.069943e+05 2.659932e+05 2.359019e+05 2.357131e+05 2.437336e+05 -6.031877e-01 2.346392e+05 2.346287e+05 2.692491e+01
8.212376e-04 2.356536e+05 2.356022e+05 3.062573e+05 3.053286e+05 2.648573e+05 2.358276e+05 2.356455e+05 2.436198e+05 -6.028916e-01 2.345721e+05 2.345593e+05 2.971861e+01
9.068010e-04 2.355730e+05 2.355103e+05 3.044335e+05 3.033088e+05 2.634789e+05 2.357371e+05 2.355632e+05 2.434813e+05 -6.025315e-01 2.344905e+05 2.344749e+05 3.279942e+01
1.001279e-03 2.354749e+05 2.353985e+05 3.022226e+05 3.008625e+05 2.618078e+05 2.356271e+05 2.354629e+05 2.433130e+05 -6.020936e-01 2.343910e+05 2.343720e+05 3.619587e+01
1.105601e-03 2.353556e+05 2.352624e+05 2.995458e+05 2.979040e+05 2.597844e+05 2.354932e+05 2.353409e+05 2.431088e+05 -6.015618e-01 2.342700e+05 2.342468e+05 3.993904e+01
1.220791e-03 2.352104e+05 2.350968e+05 2.963100e+05 2.943325e+05 2.573380e+05 2.353305e+05 2.351925e+05 2.428610e+05 -6.009163e-01 2.341227e+05 2.340945e+05 4.406260e+01
1.347984e-03 2.350339e+05 2.348954e+05 2.924059e+05 2.900305e+05 2.543862e+05 2.351328e+05 2.350121e+05 2.425606e+05 -6.001334e-01 2.339436e+05 2.339092e+05 4.860295e+01
1.488428e-03 2.348195e+05 2.346507e+05 2.877062e+05 2.848624e+05 2.508319e+05 2.348929e+05 2.347929e+05 2.421972e+05 -5.991852e-01 2.337258e+05 2.336839e+05 5.359917e+01
1.643505e-03 2.345592e+05 2.343536e+05 2.820648e+05 2.786742e+05 2.465645e+05 2.346018e+05 2.345268e+05 2.417581e+05 -5.980384e-01 2.334612e+05 2.334102e+05 5.909299e+01
1.814739e-03 2.342435e+05 2.339930e+05 2.753167e+05 2.712943e+05 2.414582e+05 2.342493e+05 2.342041e+05 2.412286e+05 -5.966538e-01 2.331399e+05 2.330779e+05 6.512861e+01
2.003814e-03 2.338610e+05 2.335559e+05 2.672788e+05 2.625366e+05 2.353736e+05 2.338228e+05 2.338130e+05 2.405916e+05 -5.949855e-01 2.327503e+05 2.326749e+05 7.175237e+01
2.212588e-03 2.333984e+05 2.330267e+05 2.577547e+05 2.522068e+05 2.281600e+05 2.333076e+05 2.333399e+05 2.398275e+05 -5.929806e-01 2.322783e+05 2.321866e+05 7.901226e+01
2.443114e-03 2.328396e+05 2.323870e+05 2.465420e+05 2.401133e+05 2.196615e+05 2.326867e+05 2.327684e+05 2.389139e+05 -5.905786e-01 2.317073e+05 2.315959e+05 8.695710e+01
2.697658e-03 2.321662e+05 2.316151e+05 2.334457e+05 2.260849e+05 2.097261e+05 2.319402e+05 2.320795e+05 2.378263e+05 -5.877116e-01 2.310177e+05 2.308824e+05 9.563557e+01
2.978722e-03 2.313564e+05 2.306857e+05 2.182990e+05 2.099963e+05 1.982202e+05 2.310450e+05 2.312509e+05 2.365378e+05 -5.843049e-01 2.301865e+05 2.300223e+05 1.050947e+02
3.289070e-03 2.303855e+05 2.295696e+05 2.009930e+05 1.918045e+05 1.850509e+05 2.299754e+05 2.302572e+05 2.350204e+05 -5.802786e-01 2.291872e+05 2.289881e+05 1.153783e+02
3.631753e-03 2.292256e+05 2.282334e+05 1.815183e+05 1.715942e+05 1.701942e+05 2.287026e+05 2.290696e+05 2.332457e+05 -5.755506e-01 2.279894e+05 2.277484e+05 1.265246e+02
4.010139e-03 2.278456e+05 2.266397e+05 1.600170e+05 1.496333e+05 1.537325e+05 2.271952e+05 2.276559e+05 2.311870e+05 -5.700406e-01 2.265589e+05 2.262675e+05 1.385638e+02
4.427949e-03 2.262117e+05 2.247471e+05 1.368433e+05 1.264285e+05 1.358967e+05 2.254199e+05 2.259813e+05 2.288212e+05 -5.636768e-01 2.248581e+05 2.245062e+05 1.515156e+02
4.889290e-03 2.242884e+05 2.225110e+05 1.126241e+05 1.027700e+05 1.171074e+05 2.233425e+05 2.240088e+05 2.261316e+05 -5.564032e-01 2.228465e+05 2.224224e+05 1.653866e+02
5.398697e-03 2.220393e+05 2.198844e+05 8.830143e+04 7.973866e+04 9.800255e+04 2.209294e+05 2.217004e+05 2.231094e+05 -5.481881e-01 2.204823e+05 2.199721e+05 1.801679e+02
5.961178e-03 2.194296e+05 2.168200e+05 6.512852e+04 5.864379e+04 7.943201e+04 2.181492e+05 2.190191e+05 2.197557e+05 -5.390321e-01 2.177245e+05 2.171122e+05 1.958348e+02
6.582264e-03 2.164289e+05 2.132729e+05 4.458021e+04 4.085329e+04 6.319060e+04 2.149805e+05 2.159325e+05 2.160859e+05 -5.289902e-01 2.145450e+05 2.138118e+05 2.123461e+02
7.268059e-03 2.130090e+05 2.091984e+05 2.813396e+04 2.749435e+04 4.897730e+04 2.113910e+05 2.124096e+05 2.121023e+05 -5.181014e-01 2.108970e+05 2.100215e+05 2.296459e+02
8.025306e-03 2.091519e+05 2.045598e+05 1.690576e+04 1.905826e+04 3.786295e+04 2.073665e+05 2.084295e+05 2.078144e+05 -5.064592e-01 2.067662e+05 2.057237e+05 2.476651e+02
8.861450e-03 2.048479e+05 1.993265e+05 1.118373e+04 1.503369e+04 3.042596e+04 2.028977e+05 2.039793e+05 2.032135e+05 -4.941457e-01 2.021510e+05 2.009131e+05 2.663207e+02
9.784710e-03 2.000943e+05 1.934733e+05 1.002786e+04 1.381558e+04 2.605194e+04 1.979746e+05 1.990528e+05 1.982604e+05 -4.811806e-01 1.970585e+05 1.955932e+05 2.855074e+02
1.080416e-02 1.948932e+05 1.869786e+05 1.123991e+04 1.317016e+04 2.332257e+04 1.925867e+05 1.936482e+05 1.928885e+05 -4.674970e-01 1.915066e+05 1.897778e+05 3.050777e+02
1.192983e-02 1.892474e+05 1.798217e+05 1.203450e+04 1.131518e+04 2.070945e+04 1.867236e+05 1.877647e+05 1.870243e+05 -4.529449e-01 1.855166e+05 1.834842e+05 3.248060e+02
1.317278e-02 1.831564e+05 1.719808e+05 1.044053e+04 8.086942e+03 1.736022e+04 1.803761e+05 1.813985e+05 1.806231e+05 -4.373374e-01 1.791020e+05 1.767230e+05 3.443403e+02
1.454523e-02 1.766158e+05 1.634352e+05 6.711846e+03 5.050023e+03 1.351063e+04 1.735388e+05 1.745424e+05 1.736964e+05 -4.205354e-01 1.722595e+05 1.694890e+05 3.631575e+02
1.606067e-02 1.696207e+05 1.541740e+05 3.278315e+03 3.792280e+03 1.037332e+04 1.662135e+05 1.671909e+05 1.663011e+05 -4.025259e-01 1.649728e+05 1.617671e+05 3.805417e+02
1.773401e-02 1.621725e+05 1.442082e+05 2.347281e+03 3.423038e+03 8.639950e+03 1.584074e+05 1.593466e+05 1.584758e+05 -3.834026e-01 1.572237e+05 1.535441e+05 3.955925e+02
1.958169e-02 1.542841e+05 1.335844e+05 3.111926e+03 2.661611e+03 7.496658e+03 1.501335e+05 1.510280e+05 1.502091e+05 -3.632417e-01 1.490330e+05 1.448504e+05 4.072407e+02
2.162187e-02 1.459825e+05 1.223976e+05 2.807770e+03 2.056248e+03 5.906163e+03 1.414226e+05 1.422725e+05 1.414880e+05 -3.420953e-01 1.404317e+05 1.357340e+05 4.142372e+02
2.387462e-02 1.373110e+05 1.108046e+05 1.321094e+03 1.578250e+03 4.367618e+03 1.323389e+05 1.331415e+05 1.323746e+05 -3.200488e-01 1.314798e+05 1.262813e+05 4.151439e+02
2.636207e-02 1.283380e+05 9.904289e+04 1.028672e+03 1.202124e+03 3.604761e+03 1.229811e+05 1.237298e+05 1.230087e+05 -2.973439e-01 1.222598e+05 1.166125e+05 4.084241e+02
2.910870e-02 1.191650e+05 8.744580e+04 1.195754e+03 9.086926e+02 2.854672e+03 1.134817e+05 1.141755e+05 1.135098e+05 -2.743370e-01 1.128950e+05 1.069003e+05 3.926469e+02
3.214148e-02 1.099316e+05 7.644334e+04 5.291046e+02 6.825967e+02 2.076911e+03 1.040244e+05 1.046638e+05 1.040391e+05 -2.514408e-01 1.035603e+05 9.737797e+04 3.667232e+02
3.549025e-02 1.008141e+05 6.653941e+04 6.048478e+02 5.099398e+02 1.673916e+03 9.483827e+04 9.542254e+04 9.485291e+04 -2.292066e-01 9.446773e+04 8.832045e+04 3.302389e+02
3.918792e-02 9.201785e+04 5.825444e+04 3.336541e+02 3.799867e+02 1.212419e+03 8.617392e+04 8.670676e+04 8.618280e+04 -2.082483e-01 8.585770e+04 8.002194e+04 2.839222e+02
4.327085e-02 8.375380e+04 5.201673e+04 3.357060e+02 2.833412e+02 9.529194e+02 7.827652e+04 7.876145e+04 7.828465e+04 -1.891452e-01 7.796615e+04 7.274484e+04 2.300587e+02
4.759793e-02 7.645527e+04 4.810052e+04 2.149051e+02 2.145436e+02 7.005275e+02 7.155063e+04 7.199497e+04 7.155610e+04 -1.728811e-01 7.119788e+04 6.682930e+04 1.749871e+02
5.192502e-02 7.048311e+04 4.620377e+04 1.677220e+02 1.674384e+02 5.714039e+02 6.625198e+04 6.666389e+04 6.625625e+04 -1.600694e-01 6.583580e+04 6.239668e+04 1.262773e+02
5.625210e-02 6.549535e+04 4.538068e+04 1.340896e+02 1.338615e+02 4.424442e+02 6.194553e+04 6.233124e+04 6.194895e+04 -1.496582e-01 6.145909e+04 5.889652e+04 8.685400e+01
6.057919e-02 6.123612e+04 4.485400e+04 1.091637e+02 1.089770e+02 3.766309e+02 5.829592e+04 5.865916e+04 5.829870e+04 -1.408359e-01 5.775126e+04 5.590922e+04 5.797344e+01
6.490627e-02 5.750921e+04 4.405713e+04 9.001640e+01 8.986187e+01 3.018652e+02 5.504980e+04 5.539315e+04 5.505209e+04 -1.329903e-01 5.447478e+04 5.313303e+04 3.941290e+01
6.923336e-02 5.413379e+04 4.262311e+04 7.482233e+01 7.469365e+01 2.571109e+02 5.199863e+04 5.232312e+04 5.200054e+04 -1.256166e-01 5.142701e+04 5.034430e+04 2.981586e+01
7.356045e-02 5.095578e+04 4.039693e+04 6.244106e+01 6.233373e+01 2.049884e+02 4.898889e+04 4.929483e+04 4.899048e+04 -1.183439e-01 4.845191e+04 4.740662e+04 2.709228e+01
7.788753e-02 4.790342e+04 3.746261e+04 5.220913e+01 5.211964e+01 1.597966e+02 4.597372e+04 4.626104e+04 4.597505e+04 -1.110588e-01 4.549497e+04 4.431705e+04 2.883374e+01
8.221462e-02 4.497464e+04 3.408054e+04 4.373185e+01 4.365722e+01 1.384609e+02 4.299221e+04 4.326096e+04 4.299332e+04 -1.038553e-01 4.258547e+04 4.117558e+04 3.269572e+01
8.654170e-02 4.220346e+04 3.059333e+04 3.674375e+01 3.668138e+01 1.181051e+02 4.012624e+04 4.037715e+04 4.012718e+04 -9.693140e-02 3.979483e+04 3.812888e+04 3.670211e+01
9.086879e-02 3.962439e+04 2.733088e+04 3.103010e+01 3.097771e+01 1.183489e+02 3.745641e+04 3.769058e+04 3.745721e+04 -9.048136e-02 3.719267e+04 3.531299e+04 3.943880e+01
9.625112e-02 3.672487e+04 2.397232e+04 2.541320e+01 2.537051e+01 9.386695e+01 3.450305e+04 3.471885e+04 3.450370e+04 -8.334651e-02 3.430035e+04 3.228380e+04 3.994448e+01
1.016334e-01 3.420759e+04 2.165326e+04 2.114069e+01 2.110525e+01 6.934444e+01 3.203230e+04 3.223275e+04 3.203284e+04 -7.737754e-02 3.185853e+04 2.988305e+04 3.705872e+01
1.070158e-01 3.208986e+04 2.040351e+04 1.790996e+01 1.787989e+01 6.636835e+01 3.006344e+04 3.025156e+04 3.006389e+04 -7.262096e-02 2.988945e+04 2.811697e+04 3.157817e+01
1.123981e-01 3.033187e+04 1.999839e+04 1.544034e+01 1.541428e+01 5.539640e+01 2.852782e+04 2.870638e+04 2.852821e+04 -6.891107e-02 2.833371e+04 2.686784e+04 2.486526e+01
1.177804e-01 2.884213e+04 2.004939e+04 1.348957e+01 1.346667e+01 4.738377e+01 2.728816e+04 2.745900e+04 2.728851e+04 -6.591621e-02 2.706554e+04 2.593186e+04 1.835152e+01
1.231628e-01 2.751593e+04 2.014226e+04 1.187380e+01 1.185354e+01 4.105939e+01 2.619202e+04 2.635602e+04 2.619232e+04 -6.326807e-02 2.594426e+04 2.509483e+04 1.314924e+01
1.285451e-01 2.626776e+04 1.995457e+04 1.047326e+01 1.045532e+01 3.859252e+01 2.511739e+04 2.527468e+04 2.511766e+04 -6.067199e-02 2.485711e+04 2.419358e+04 9.841365e+00
1.339274e-01 2.504497e+04 1.932030e+04 9.222827e+00 9.207021e+00 3.274064e+01 2.399419e+04 2.414446e+04 2.399442e+04 -5.795865e-02 2.373838e+04 2.314449e+04 8.454511e+00
1.393097e-01 2.382862e+04 1.824075e+04 8.096316e+00 8.082465e+00 2.834765e+01 2.280678e+04 2.294963e+04 2.280699e+04 -5.509031e-02 2.257140e+04 2.194486e+04 8.574702e+00
1.446921e-01 2.262479e+04 1.684910e+04 7.089116e+00 7.077032e+00 2.581718e+01 2.158107e+04 2.171626e+04 2.158125e+04 -5.212948e-02 2.137661e+04 2.065223e+04 9.545044e+00
1.500744e-01 2.145426e+04 1.535010e+04 6.204576e+00 6.194048e+00 2.270841e+01 2.036647e+04 2.049405e+04 2.036662e+04 -4.919549e-02 2.019558e+04 1.935504e+04 1.067831e+01
1.554567e-01 2.034869e+04 1.395988e+04 5.446189e+00 5.436990e+00 2.055374e+01 1.922328e+04 1.934371e+04 1.922342e+04 -4.643403e-02 1.908123e+04 1.814941e+04 1.142817e+01
1.608391e-01 1.934426e+04 1.285255e+04 4.812565e+00 4.804460e+00 1.922302e+01 1.820901e+04 1.832309e+04 1.820914e+04 -4.398400e-02 1.808650e+04 1.711737e+04 1.148793e+01
1.662214e-01 1.846426e+04 1.211530e+04 4.293463e+00 4.286236e+00 1.633877e+01 1.735679e+04 1.746554e+04 1.735690e+04 -4.192538e-02 1.724307e+04 1.630055e+04 1.081084e+01
1.716037e-01 1.770558e+04 1.173084e+04 3.869721e+00 3.863196e+00 1.325240e+01 1.666132e+04 1.676573e+04 1.666142e+04 -4.024540e-02 1.654661e+04 1.568587e+04 9.563129e+00
1.769861e-01 1.704468e+04 1.160022e+04 3.518140e+00 3.512189e+00 1.260183e+01 1.608743e+04 1.618825e+04 1.608752e+04 -3.885910e-02 1.596490e+04 1.521913e+04 8.033789e+00
1.823684e-01 1.645358e+04 1.158866e+04 3.217340e+00 3.211877e+00 1.163736e+01 1.559061e+04 1.568831e+04 1.559069e+04 -3.765896e-02 1.545794e+04 1.483299e+04 6.533646e+00
1.877507e-01 1.590560e+04 1.156393e+04 2.950347e+00 2.945321e+00 9.939147e+00 1.512783e+04 1.522264e+04 1.512791e+04 -3.654107e-02 1.498724e+04 1.446408e+04 5.312593e+00
1.931330e-01 1.537510e+04 1.142288e+04 2.705070e+00 2.700453e+00 9.349957e+00 1.466151e+04 1.475340e+04 1.466158e+04 -3.541465e-02 1.451808e+04 1.406119e+04 4.510316e+00
1.985154e-01 1.484278e+04 1.111215e+04 2.474687e+00 2.470461e+00 9.092761e+00 1.416715e+04 1.425594e+04 1.416721e+04 -3.422049e-02 1.402683e+04 1.359538e+04 4.143682e+00
2.038977e-01 1.430326e+04 1.063767e+04 2.257536e+00 2.253686e+00 7.928300e+00 1.364115e+04 1.372665e+04 1.364121e+04 -3.294991e-02 1.350927e+04 1.306796e+04 4.126512e+00
2.092800e-01 1.376411e+04 1.005371e+04 2.055393e+00 2.051896e+00 6.875095e+00 1.309835e+04 1.318045e+04 1.309840e+04 -3.163878e-02 1.297847e+04 1.250522e+04 4.311385e+00
2.146624e-01 1.323828e+04 9.437771e+03 1.871022e+00 1.867847e+00 6.793226e+00 1.256171e+04 1.264045e+04 1.256176e+04 -3.034252e-02 1.245480e+04 1.194383e+04 4.538238e+00
2.200447e-01 1.273864e+04 8.866286e+03 1.706517e+00 1.703628e+00 6.275277e+00 1.205395e+04 1.212950e+04 1.205399e+04 -2.911601e-02 1.195838e+04 1.141877e+04 4.675507e+00
2.254270e-01 1.227600e+04 8.397033e+03 1.562602e+00 1.559961e+00 5.372979e+00 1.159315e+04 1.166583e+04 1.159319e+04 -2.800296e-02 1.150557e+04 1.095629e+04 4.645528e+00
2.308094e-01 1.185677e+04 8.057862e+03 1.438355e+00 1.435925e+00 5.057226e+00 1.118905e+04 1.125919e+04 1.118909e+04 -2.702684e-02 1.110548e+04 1.056894e+04 4.432008e+00
2.361917e-01 1.148085e+04 7.843471e+03 1.331343e+00 1.329091e+00 4.910114e+00 1.084072e+04 1.090867e+04 1.084075e+04 -2.618544e-02 1.075764e+04 1.025327e+04 4.071314e+00
2.415740e-01 1.114238e+04 7.721909e+03 1.238222e+00 1.236124e+00 4.411352e+00 1.053827e+04 1.060433e+04 1.053830e+04 -2.545486e-02 1.045332e+04 9.993052e+03 3.632555e+00
2.469563e-01 1.083209e+04 7.646877e+03 1.155468e+00 1.153507e+00 4.038441e+00 1.026668e+04 1.033104e+04 1.026671e+04 -2.479884e-02 1.017906e+04 9.765396e+03 3.193642e+00
2.523387e-01 1.053900e+04 7.570562e+03 1.079923e+00 1.078086e+00 3.919609e+00 1.000930e+04 1.007205e+04 1.000933e+04 -2.417714e-02 9.919689e+03 9.546423e+03 2.820261e+00
2.577210e-01 1.025279e+04 7.455114e+03 1.009216e+00 1.007498e+00 3.585303e+00 9.751569e+03 9.812704e+03 9.751595e+03 -2.355458e-02 9.661601e+03 9.316618e+03 2.552124e+00
2.631033e-01 9.967081e+03 7.281351e+03 9.420577e-01 9.404535e-01 3.314722e+00 9.485142e+03 9.544606e+03 9.485166e+03 -2.291102e-02 9.396843e+03 9.065903e+03 2.398145e+00
2.684857e-01 9.680994e+03 7.051155e+03 8.781814e-01 8.766869e-01 3.220230e+00 9.209575e+03 9.267312e+03 9.209598e+03 -2.224539e-02 9.124838e+03 8.795311e+03 2.340047e+00
2.738680e-01 9.397309e+03 6.782490e+03 8.179326e-01 8.165421e-01 2.917683e+00 8.930004e+03 8.985989e+03 8.930024e+03 -2.157009e-02 8.850147e+03 8.513729e+03 2.342023e+00
